book,chapter,verse,reference,text
Mark,7,21,Mark 7:21,因为从里面，就是从人心里，发出恶念、苟合、
Mark,7,22,Mark 7:22,偷盗、凶杀、奸淫、贪婪、邪恶、诡诈、淫荡、嫉妒、谤 、骄傲、狂妄。
Mark,7,23,Mark 7:23,这一切的恶都是从里面出来，且能污秽人。」
Mark,7,24,Mark 7:24,耶稣从那里起身，往泰尔、西顿的境内去，进了一家，不愿意人知道，却隐藏不住。
Mark,7,25,Mark 7:25,当下，有一个妇人，她的小女儿被污鬼附着，听见耶稣的事，就来俯伏在他脚前。
Mark,7,26,Mark 7:26,这妇人是希腊人，属叙利腓尼基族。她求耶稣赶出那鬼离开她的女儿。
Mark,7,27,Mark 7:27,耶稣对她说：「让儿女们先吃饱，不好拿儿女的饼丢给狗吃。」
Mark,7,28,Mark 7:28,妇人回答说：「主啊，不错；但是狗在桌子底下也吃孩子们的碎渣儿。」
Mark,7,29,Mark 7:29,耶稣对她说：「因这句话，你回去吧；鬼已经离开你的女儿了。」
Mark,7,30,Mark 7:30,她就回家去，见小孩子躺在床上，鬼已经出去了。
Mark,7,31,Mark 7:31,耶稣又离了泰尔的境界，经过西顿，就从低加坡里境内来到加利利 海。
Mark,7,32,Mark 7:32,有人带着一个耳聋舌结的人来见耶稣，求他按手在他身上。
Mark,7,33,Mark 7:33,耶稣领他离开众人，到一边去，就用指头探他的耳朵，吐唾沫抹他的舌头，
Mark,7,34,Mark 7:34,望天叹息，对他说：「以法大！」就是说：「开了吧！」
Mark,7,35,Mark 7:35,他的耳朵就开了，舌结也解了，说话也清楚了。
Mark,7,36,Mark 7:36,耶稣嘱咐他们不要告诉人；但他越发嘱咐，他们越发传扬开了。
Mark,7,37,Mark 7:37,众人分外希奇，说：「他所做的事都好，他连聋子也叫他们听见，哑巴也叫他们说话。」
Mark,8,1,Mark 8:1,那时，又有许多人聚集，并没有什么吃的。耶稣叫门徒来，说：
Mark,8,2,Mark 8:2,「我怜悯这众人；因为他们同我在这里已经三天，也没有吃的了。
Mark,8,3,Mark 8:3,我若打发他们饿着回家，就必在路上困乏，因为其中有从远处来的。」
Mark,8,4,Mark 8:4,门徒回答说：「在这野地，从哪里能得饼，叫这些人吃饱呢？」
Mark,8,5,Mark 8:5,耶稣问他们说：「你们有多少饼？」他们说：「七个。」
Mark,8,6,Mark 8:6,他吩咐众人坐在地上，就拿着这七个饼祝谢了，擘开，递给门徒，叫他们摆开，门徒就摆在众人面前。
Mark,8,7,Mark 8:7,又有几条小鱼；耶稣祝了福，就吩咐也摆在众人面前。
Mark,8,8,Mark 8:8,众人都吃，并且吃饱了，收拾剩下的零碎，有七筐子。
Mark,8,9,Mark 8:9,人数约有四千。耶稣打发他们走了，
Mark,8,10,Mark 8:10,随即同门徒上船，来到大玛努他境内。
Mark,8,11,Mark 8:11,法利赛人出来盘问耶稣，求他从天上显个神迹给他们看，想要试探他。
Mark,8,12,Mark 8:12,耶稣心里深深地叹息，说：「这世代为什么求神迹呢？我实在告诉你们，没有神迹给这世代看。」
Mark,8,13,Mark 8:13,他就离开他们，又上船往海那边去了。
Mark,8,14,Mark 8:14,门徒忘了带饼；在船上除了一个饼，没有别的食物。
Mark,8,15,Mark 8:15,耶稣嘱咐他们说：「你们要谨慎，防备法利赛人的酵和希律的酵。」
Mark,8,16,Mark 8:16,他们彼此议论说：「这是因为我们没有饼吧。」
Mark,8,17,Mark 8:17,耶稣看出来，就说：「你们为什么因为没有饼就议论呢？你们还不省悟，还不明白吗？你们的心还是愚顽吗？
Mark,8,18,Mark 8:18,你们有眼睛，看不见吗？有耳朵，听不见吗？也不记得吗？
Mark,8,19,Mark 8:19,我擘开那五个饼分给五千人，你们收拾的零碎装满了多少篮子呢？」他们说：「十二个。」
Mark,8,20,Mark 8:20,「又擘开那七个饼分给四千人，你们收拾的零碎装满了多少筐子呢？」他们说：「七个。」
Mark,8,21,Mark 8:21,耶稣说：「你们还是不明白吗？」
Mark,8,22,Mark 8:22,他们来到伯赛大，有人带一个瞎子来，求耶稣摸他。
Mark,8,23,Mark 8:23,耶稣拉着瞎子的手，领他到村外，就吐唾沫在他眼睛上，按手在他身上，问他说：「你看见什么了？」
Mark,8,24,Mark 8:24,他就抬头一看，说：「我看见人了；他们好像树木，并且行走。」
Mark,8,25,Mark 8:25,随后又按手在他眼睛上，他定睛一看，就复了原，样样都看得清楚了。
Mark,8,26,Mark 8:26,耶稣打发他回家，说：「连这村子你也不要进去。」
Mark,8,27,Mark 8:27,耶稣和门徒出去，往凯撒利亚·腓立比村庄去；在路上问门徒说：「人说我是谁？」
Mark,8,28,Mark 8:28,他们说：「有人说是施洗的约翰；有人说是以利亚；又有人说是先知里的一位。」
Mark,8,29,Mark 8:29,又问他们说：「你们说我是谁？」彼得回答说：「你是基督。」
Mark,8,30,Mark 8:30,耶稣就禁戒他们，不要告诉人。
Mark,8,31,Mark 8:31,从此，他教训他们说：「人子必须受许多的苦，被长老、祭司长，和文士弃绝，并且被杀，过三天复活。」
Mark,8,32,Mark 8:32,耶稣明明地说这话，彼得就拉着他，劝他。
Mark,8,33,Mark 8:33,耶稣转过来，看着门徒，就责备彼得说：「撒但，退我后边去吧！因为你不体贴 神的意思，只体贴人的意思。」
Mark,8,34,Mark 8:34,于是叫众人和门徒来，对他们说：「若有人要跟从我，就当舍己，背起他的十字架来跟从我。
Mark,8,35,Mark 8:35,因为，凡要救自己生命 的，必丧掉生命；凡为我和福音丧掉生命的，必救了生命。
Mark,8,36,Mark 8:36,人就是赚得全世界，赔上自己的生命，有什么益处呢？
Mark,8,37,Mark 8:37,人还能拿什么换生命呢？
Mark,8,38,Mark 8:38,凡在这淫乱罪恶的世代，把我和我的道当作可耻的，人子在他父的荣耀里，同圣天使降临的时候，也要把那人当作可耻的。」
Mark,9,1,Mark 9:1,耶稣又对他们说：「我实在告诉你们，站在这里的，有人在没尝死味以前，必要看见 神的国大有能力临到。」
Mark,9,2,Mark 9:2,过了六天，耶稣带着彼得、雅各、约翰暗暗地上了高山，就在他们面前变了形象，
Mark,9,3,Mark 9:3,衣服放光，极其洁白，地上漂布的，没有一个能漂得那样白。
Mark,9,4,Mark 9:4,忽然，有以利亚同摩西向他们显现，并且和耶稣说话。
Mark,9,5,Mark 9:5,彼得对耶稣说：「拉比 ，我们在这里真好！可以搭三座棚，一座为你，一座为摩西，一座为以利亚。」
Mark,9,6,Mark 9:6,彼得不知道说什么才好，因为他们甚是惧怕。
Mark,9,7,Mark 9:7,有一朵云彩来遮盖他们；也有声音从云彩里出来，说：「这是我的爱子，你们要听他。」
Mark,9,8,Mark 9:8,门徒忽然周围一看，不再见一人，只见耶稣同他们在那里。
Mark,9,9,Mark 9:9,下山的时候，耶稣嘱咐他们说：「人子还没有从死里复活，你们不要将所看见的告诉人。」
Mark,9,10,Mark 9:10,门徒将这话存记在心，彼此议论「从死里复活」是什么意思。
Mark,9,11,Mark 9:11,他们就问耶稣说：「文士为什么说以利亚必须先来？」
Mark,9,12,Mark 9:12,耶稣说：「以利亚固然先来复兴万事；经上不是指着人子说，他要受许多的苦被人轻慢呢？
Mark,9,13,Mark 9:13,我告诉你们，以利亚已经来了，他们也任意待他，正如经上所指着他的话。」
Mark,9,14,Mark 9:14,耶稣到了门徒那里，看见有许多人围着他们，又有文士和他们辩论。
Mark,9,15,Mark 9:15,众人一见耶稣，都甚希奇，就跑上去问他的安。
Mark,9,16,Mark 9:16,耶稣问他们说：「你们和他们辩论的是什么？」
Mark,9,17,Mark 9:17,众人中间有一个人回答说：「夫子，我带了我的儿子到你这里来，他被哑巴鬼附着。
Mark,9,18,Mark 9:18,无论在哪里，鬼捉弄他，把他摔倒，他就口中流沫，咬牙切齿，身体枯干。我请过你的门徒把鬼赶出去，他们却是不能。」
Mark,9,19,Mark 9:19,耶稣说：「嗳！不信的世代啊，我在你们这里要到几时呢？我忍耐你们要到几时呢？把他带到我这里来吧。」
Mark,9,20,Mark 9:20,他们就带了他来。他一见耶稣，鬼便叫他重重地抽风，倒在地上，翻来覆去，口中流沫。
Mark,9,21,Mark 9:21,耶稣问他父亲说：「他得这病有多少日子呢？」回答说：「从小的时候。
Mark,9,22,Mark 9:22,鬼屡次把他扔在火里、水里，要灭他。你若能做什么，求你怜悯我们，帮助我们。」
Mark,9,23,Mark 9:23,耶稣对他说：「你若能信，在信的人，凡事都能。」
Mark,9,24,Mark 9:24,孩子的父亲立时喊着说 ：「我信！但我信不足，求主帮助。」
Mark,9,25,Mark 9:25,耶稣看见众人都跑上来，就斥责那污鬼，说：「你这聋哑的鬼，我吩咐你从他里头出来，再不要进去！」
Mark,9,26,Mark 9:26,那鬼喊叫，使孩子大大地抽了一阵风，就出来了。孩子好像死了一般，以致众人多半说：「他是死了。」
Mark,9,27,Mark 9:27,但耶稣拉着他的手，扶他起来，他就站起来了。
Mark,9,28,Mark 9:28,耶稣进了屋子，门徒就暗暗地问他说：「我们为什么不能赶出他去呢？」
Mark,9,29,Mark 9:29,耶稣说：「非用祷告 ，这一类的鬼总不能出来 。」
Mark,9,30,Mark 9:30,他们离开那地方，经过加利利；耶稣不愿意人知道。
Mark,9,31,Mark 9:31,于是教训门徒，说：「人子将要被交在人手里，他们要杀害他；被杀以后，过三天他要复活。」
Mark,9,32,Mark 9:32,门徒却不明白这话，又不敢问他。
Mark,9,33,Mark 9:33,他们来到迦百农。耶稣在屋里问门徒说：「你们在路上议论的是什么？」
Mark,9,34,Mark 9:34,门徒不作声，因为他们在路上彼此争论谁为大。
Mark,9,35,Mark 9:35,耶稣坐下，叫十二个门徒来，说：「若有人愿意作首先的，他必作众人末后的，作众人的用人。」
Mark,9,36,Mark 9:36,于是领过一个小孩子来，叫他站在门徒中间，又抱起他来，对他们说：
Mark,9,37,Mark 9:37,「凡为我名接待一个像这小孩子的，就是接待我；凡接待我的，不是接待我，乃是接待那差我来的。」
Mark,9,38,Mark 9:38,约翰对耶稣说：「夫子，我们看见一个人奉你的名赶鬼，我们就禁止他，因为他不跟从我们。」
Mark,9,39,Mark 9:39,耶稣说：「不要禁止他；因为没有人奉我名行异能，反倒轻易毁谤我。
Mark,9,40,Mark 9:40,不敌挡我们的，就是帮助我们的。
Mark,9,41,Mark 9:41,凡因你们是属基督，给你们一杯水喝的，我实在告诉你们，他不能不得赏赐。」
Mark,9,42,Mark 9:42,「凡使这信我的一个小子跌倒的，倒不如把大磨石拴在这人的颈项上，扔在海里。
Mark,9,43,Mark 9:43,倘若你一只手叫你跌倒，就把它砍下来；
Mark,9,44,Mark 9:44,你缺了肢体进入永生，强如有两只手落到地狱，入那不灭的火里去。
Mark,9,45,Mark 9:45,倘若你一只脚叫你跌倒，就把它砍下来；
Mark,9,46,Mark 9:46,你瘸腿进入永生，强如有两只脚被丢在地狱里。
Mark,9,47,Mark 9:47,倘若你一只眼叫你跌倒，就去掉它；你只有一只眼进入 神的国，强如有两只眼被丢在地狱里。
Mark,9,48,Mark 9:48,在那里，虫是不死的，火是不灭的。
Mark,9,49,Mark 9:49,因为必用火当盐腌各人。
Mark,9,50,Mark 9:50,盐本是好的，若失了味，可用什么叫它再咸呢？你们里头应当有盐，彼此和睦。」
Mark,10,1,Mark 10:1,耶稣从那里起身，来到犹太的境界并约旦河外。众人又聚集到他那里，他又照常教训他们。
Mark,10,2,Mark 10:2,有法利赛人来问他说：「人休妻可以不可以？」意思要试探他。
Mark,10,3,Mark 10:3,耶稣回答说：「摩西吩咐你们的是什么？」
Mark,10,4,Mark 10:4,他们说：「摩西许人写了休书便可以休妻。」
Mark,10,5,Mark 10:5,耶稣说：「摩西因为你们的心硬，所以写这条例给你们；
Mark,10,6,Mark 10:6,但从起初创造的时候， 神造人是造男造女。
Mark,10,7,Mark 10:7,因此，人要离开父母，与妻子连合，二人成为一体。
Mark,10,8,Mark 10:8,既然如此，夫妻不再是两个人，乃是一体的了。
Mark,10,9,Mark 10:9,所以， 神配合的，人不可分开。」
Mark,10,10,Mark 10:10,到了屋里，门徒就问他这事。
Mark,10,11,Mark 10:11,耶稣对他们说：「凡休妻另娶的，就是犯奸淫，辜负他的妻子；
Mark,10,12,Mark 10:12,妻子若离弃丈夫另嫁，也是犯奸淫了。」
Mark,10,13,Mark 10:13,有人带着小孩子来见耶稣，要耶稣摸他们，门徒便责备那些人。
Mark,10,14,Mark 10:14,耶稣看见就恼怒，对门徒说：「让小孩子到我这里来，不要禁止他们；因为在 神国的，正是这样的人。
Mark,10,15,Mark 10:15,我实在告诉你们，凡要承受 神国的，若不像小孩子，断不能进去。」
Mark,10,16,Mark 10:16,于是抱着小孩子，给他们按手，为他们祝福。
Mark,10,17,Mark 10:17,耶稣出来行路的时候，有一个人跑来，跪在他面前，问他说：「良善的夫子，我当做什么事才可以承受永生？」
Mark,10,18,Mark 10:18,耶稣对他说：「你为什么称我是良善的？除了 神一位之外，再没有良善的。
Mark,10,19,Mark 10:19,诫命你是晓得的：不可杀人；不可奸淫；不可偷盗；不可作假见证；不可亏负人；当孝敬父母。」
Mark,10,20,Mark 10:20,他对耶稣说：「夫子，这一切我从小都遵守了。」
Mark,10,21,Mark 10:21,耶稣看着他，就爱他，对他说：「你还缺少一件：去变卖你所有的，分给穷人，就必有财宝在天上；你还要来跟从我。」
Mark,10,22,Mark 10:22,他听见这话，脸上就变了色，忧忧愁愁地走了，因为他的产业很多。
Mark,10,23,Mark 10:23,耶稣周围一看，对门徒说：「有钱财的人进 神的国是何等地难哪！」
Mark,10,24,Mark 10:24,门徒希奇他的话。耶稣又对他们说：「小子，倚靠钱财的人进 神的国是何等地难哪！
Mark,10,25,Mark 10:25,骆驼穿过针的眼，比财主进 神的国还容易呢。」
Mark,10,26,Mark 10:26,门徒就分外希奇，对他说：「这样谁能得救呢？」
Mark,10,27,Mark 10:27,耶稣看着他们，说：「在人是不能，在 神却不然，因为 神凡事都能。」
Mark,10,28,Mark 10:28,彼得就对他说：「看哪，我们已经撇下所有的跟从你了。」
Mark,10,29,Mark 10:29,耶稣说：「我实在告诉你们，人为我和福音撇下房屋，或是弟兄、姊妹、父母、儿女、田地，
Mark,10,30,Mark 10:30,没有不在今世得百倍的，就是房屋、弟兄、姊妹、母亲、儿女、田地，并且要受逼迫，在来世必得永生。
Mark,10,31,Mark 10:31,然而，有许多在前的，将要在后，在后的，将要在前。」
Mark,10,32,Mark 10:32,他们行路上耶路撒冷去。耶稣在前头走，门徒就希奇，跟从的人也害怕。耶稣又叫过十二个门徒来，把自己将要遭遇的事告诉他们说：
Mark,10,33,Mark 10:33,「看哪，我们上耶路撒冷去，人子将要被交给祭司长和文士，他们要定他死罪，交给外邦人。
Mark,10,34,Mark 10:34,他们要戏弄他，吐唾沫在他脸上，鞭打他，杀害他。过了三天，他要复活。」
Mark,10,35,Mark 10:35,西庇太的儿子雅各、约翰进前来，对耶稣说：「夫子，我们无论求你什么，愿你给我们做。」
Mark,10,36,Mark 10:36,耶稣说：「要我给你们做什么？」
Mark,10,37,Mark 10:37,他们说：「赐我们在你的荣耀里，一个坐在你右边，一个坐在你左边。」
Mark,10,38,Mark 10:38,耶稣说：「你们不知道所求的是什么。我所喝的杯，你们能喝吗？我所受的洗，你们能受吗？」
Mark,10,39,Mark 10:39,他们说：「我们能。」耶稣说：「我所喝的杯，你们也要喝；我所受的洗，你们也要受；
Mark,10,40,Mark 10:40,只是坐在我的左右，不是我可以赐的，乃是为谁预备的，就赐给谁。」
Mark,10,41,Mark 10:41,那十个门徒听见，就恼怒雅各、约翰。
Mark,10,42,Mark 10:42,耶稣叫他们来，对他们说：「你们知道，外邦人有尊为君王的，治理他们，有大臣操权管束他们。
Mark,10,43,Mark 10:43,只是在你们中间，不是这样。你们中间，谁愿为大，就必作你们的用人；
Mark,10,44,Mark 10:44,在你们中间，谁愿为首，就必作众人的仆人。
Mark,10,45,Mark 10:45,因为人子来，并不是要受人的服事，乃是要服事人，并且要舍命作多人的赎价。」
Mark,10,46,Mark 10:46,到了耶利哥；耶稣同门徒并许多人出耶利哥的时候，有一个讨饭的瞎子，是底买的儿子巴底买，坐在路旁。
Mark,10,47,Mark 10:47,他听见是拿撒勒的耶稣，就喊着说：「大卫的子孙耶稣啊！可怜我吧！」
Mark,10,48,Mark 10:48,有许多人责备他，不许他作声。他却越发大声喊着说：「大卫的子孙哪，可怜我吧！」
Mark,10,49,Mark 10:49,耶稣就站住，说：「叫过他来。」他们就叫那瞎子，对他说：「放心，起来！他叫你啦。」
Mark,10,50,Mark 10:50,瞎子就丢下衣服，跳起来，走到耶稣那里。
Mark,10,51,Mark 10:51,耶稣说：「要我为你做什么？」瞎子说：「拉波尼 ，我要能看见。」
Mark,10,52,Mark 10:52,耶稣说：「你去吧！你的信救了你了。」瞎子立刻看见了，就在路上跟随耶稣。
Mark,11,1,Mark 11:1,耶稣和门徒将近耶路撒冷，到了伯法其和伯大尼，在橄榄山那里；耶稣就打发两个门徒，
Mark,11,2,Mark 11:2,对他们说：「你们往对面村子里去，一进去的时候，必看见一匹驴驹拴在那里，是从来没有人骑过的，可以解开，牵来。
Mark,11,3,Mark 11:3,若有人对你们说：『为什么做这事？』你们就说：『主要用它。』那人必立时让你们牵来。」
Mark,11,4,Mark 11:4,他们去了，便看见一匹驴驹拴在门外街道上，就把它解开。
Mark,11,5,Mark 11:5,在那里站着的人，有几个说：「你们解驴驹做什么？」
Mark,11,6,Mark 11:6,门徒照着耶稣所说的回答，那些人就任凭他们牵去了。
Mark,11,7,Mark 11:7,他们把驴驹牵到耶稣那里，把自己的衣服搭在上面，耶稣就骑上。
Mark,11,8,Mark 11:8,有许多人把衣服铺在路上，也有人把田间的树枝砍下来，铺在路上。
Mark,11,9,Mark 11:9,前行后随的人都喊着说： 和散那 ！ 奉主名来的是应当称颂的！
Mark,11,10,Mark 11:10,那将要来的我祖大卫之国是应当称颂的！ 高高在上和散那！
Mark,11,11,Mark 11:11,耶稣进了耶路撒冷，入了圣殿，周围看了各样物件。天色已晚，就和十二个门徒出城，往伯大尼去了。
Mark,11,12,Mark 11:12,第二天，他们从伯大尼出来，耶稣饿了。
Mark,11,13,Mark 11:13,远远地看见一棵无花果树，树上有叶子，就往那里去，或者在树上可以找着什么。到了树下，竟找不着什么，不过有叶子，因为不是收无花果的时候。
Mark,11,14,Mark 11:14,耶稣就对树说：「从今以后，永没有人吃你的果子。」他的门徒也听见了。
Mark,11,15,Mark 11:15,他们来到耶路撒冷。耶稣进入圣殿，赶出殿里做买卖的人，推倒兑换银钱之人的桌子和卖鸽子之人的凳子；
Mark,11,16,Mark 11:16,也不许人拿着器具从殿里经过；
Mark,11,17,Mark 11:17,便教训他们说：「经上不是记着说： 我的殿必称为万国祷告的殿吗？ 你们倒使它成为贼窝了。」
Mark,11,18,Mark 11:18,祭司长和文士听见这话，就想法子要除灭耶稣，却又怕他，因为众人都希奇他的教训。
Mark,11,19,Mark 11:19,每天晚上，耶稣出城去。
Mark,11,20,Mark 11:20,早晨，他们从那里经过，看见无花果树连根都枯干了。
Mark,11,21,Mark 11:21,彼得想起耶稣的话来，就对他说：「拉比，请看！你所咒诅的无花果树已经枯干了。」
Mark,11,22,Mark 11:22,耶稣回答说：「你们当信服 神。
Mark,11,23,Mark 11:23,我实在告诉你们，无论何人对这座山说：『你挪开此地，投在海里！』他若心里不疑惑，只信他所说的必成，就必给他成了。
Mark,11,24,Mark 11:24,所以我告诉你们，凡你们祷告祈求的，无论是什么，只要信是得着的，就必得着。
Mark,11,25,Mark 11:25,你们站着祷告的时候，若想起有人得罪你们，就当饶恕他，好叫你们在天上的父也饶恕你们的过犯。
Mark,11,26,Mark 11:26,你们若不饶恕人，你们在天上的父也不饶恕你们的过犯。 」
Mark,11,27,Mark 11:27,他们又来到耶路撒冷。耶稣在殿里行走的时候，祭司长和文士并长老进前来，
Mark,11,28,Mark 11:28,问他说：「你仗着什么权柄做这些事？给你这权柄的是谁呢？」
Mark,11,29,Mark 11:29,耶稣对他们说：「我要问你们一句话，你们回答我，我就告诉你们我仗着什么权柄做这些事。
Mark,11,30,Mark 11:30,约翰的洗礼是从天上来的？是从人间来的呢？你们可以回答我。」
Mark,11,31,Mark 11:31,他们彼此商议说：「我们若说『从天上来』，他必说：『这样，你们为什么不信他呢？』
Mark,11,32,Mark 11:32,若说『从人间来』，却又怕百姓，因为众人真以约翰为先知。」
Mark,11,33,Mark 11:33,于是回答耶稣说：「我们不知道。」耶稣说：「我也不告诉你们我仗着什么权柄做这些事。」
Mark,12,1,Mark 12:1,耶稣就用比喻对他们说：「有人栽了一个葡萄园，周围圈上篱笆，挖了一个压酒池，盖了一座楼，租给园户，就往外国去了。
Mark,12,2,Mark 12:2,到了时候，打发一个仆人到园户那里，要从园户收葡萄园的果子。
Mark,12,3,Mark 12:3,园户拿住他，打了他，叫他空手回去。
Mark,12,4,Mark 12:4,再打发一个仆人到他们那里。他们打伤他的头，并且凌辱他。
Mark,12,5,Mark 12:5,又打发一个仆人去，他们就杀了他。后又打发好些仆人去，有被他们打的，有被他们杀的。
Mark,12,6,Mark 12:6,园主还有一位是他的爱子，末后又打发他去，意思说：『他们必尊敬我的儿子。』
Mark,12,7,Mark 12:7,不料，那些园户彼此说：『这是承受产业的。来吧，我们杀他，产业就归我们了！』
Mark,12,8,Mark 12:8,于是拿住他，杀了他，把他丢在园外。
Mark,12,9,Mark 12:9,这样，葡萄园的主人要怎么办呢？他要来除灭那些园户，将葡萄园转给别人。
Mark,12,10,Mark 12:10,经上写着说： 匠人所弃的石头 已作了房角的头块石头。
Mark,12,11,Mark 12:11,这是主所做的， 在我们眼中看为希奇。 这经你们没有念过吗？」
Mark,12,12,Mark 12:12,他们看出这比喻是指着他们说的，就想要捉拿他，只是惧怕百姓，于是离开他走了。
Mark,12,13,Mark 12:13,后来，他们打发几个法利赛人和几个希律党的人到耶稣那里，要就着他的话陷害他。
Mark,12,14,Mark 12:14,他们来了，就对他说：「夫子，我们知道你是诚实的，什么人你都不徇情面；因为你不看人的外貌，乃是诚诚实实传 神的道。纳税给凯撒可以不可以？
Mark,12,15,Mark 12:15,我们该纳不该纳？」耶稣知道他们的假意，就对他们说：「你们为什么试探我？拿一个银钱来给我看！」
Mark,12,16,Mark 12:16,他们就拿了来。耶稣说：「这像和这号是谁的？」他们说：「是凯撒的。」
Mark,12,17,Mark 12:17,耶稣说：「凯撒的物当归给凯撒， 神的物当归给 神。」他们就很希奇他。
Mark,12,18,Mark 12:18,撒都该人常说没有复活的事。他们来问耶稣说：
Mark,12,19,Mark 12:19,「夫子，摩西为我们写着说：『人若死了，撇下妻子，没有孩子，他兄弟当娶他的妻，为哥哥生子立后。』
Mark,12,20,Mark 12:20,有弟兄七人，第一个娶了妻，死了，没有留下孩子。
Mark,12,21,Mark 12:21,第二个娶了她，也死了，没有留下孩子。第三个也是这样。
Mark,12,22,Mark 12:22,那七个人都没有留下孩子；末了，那妇人也死了。
Mark,12,23,Mark 12:23,当复活的时候，她是哪一个的妻子呢？因为他们七个人都娶过她。」
Mark,12,24,Mark 12:24,耶稣说：「你们所以错了，岂不是因为不明白圣经，不晓得 神的大能吗？
Mark,12,25,Mark 12:25,人从死里复活，也不娶也不嫁，乃像天上的使者一样。
Mark,12,26,Mark 12:26,论到死人复活，你们没有念过摩西的书荆棘篇上所载的吗？ 神对摩西说：『我是亚伯拉罕的 神，以撒的 神，雅各的 神。』
Mark,12,27,Mark 12:27,神不是死人的 神，乃是活人的 神。你们是大错了。」
Mark,12,28,Mark 12:28,有一个文士来，听见他们辩论，晓得耶稣回答的好，就问他说：「诫命中哪是第一要紧的呢？」
Mark,12,29,Mark 12:29,耶稣回答说：「第一要紧的就是说：『以色列啊，你要听，主—我们 神是独一的主。
Mark,12,30,Mark 12:30,你要尽心、尽性、尽意、尽力爱主—你的 神。』
Mark,12,31,Mark 12:31,其次就是说：『要爱人如己。』再没有比这两条诫命更大的了。」
Mark,12,32,Mark 12:32,那文士对耶稣说：「夫子说， 神是一位，实在不错；除了他以外，再没有别的 神；
Mark,12,33,Mark 12:33,并且尽心、尽智、尽力爱他，又爱人如己，就比一切燔祭和各样祭祀好的多。」
Mark,12,34,Mark 12:34,耶稣见他回答的有智慧，就对他说：「你离 神的国不远了。」从此以后，没有人敢再问他什么。
Mark,12,35,Mark 12:35,耶稣在殿里教训人，就问他们说：「文士怎么说基督是大卫的子孙呢？
Mark,12,36,Mark 12:36,大卫被圣灵感动，说： 主对我主说： 你坐在我的右边， 等我使你仇敌作你的脚凳。
Mark,12,37,Mark 12:37,大卫既自己称他为主，他怎么又是大卫的子孙呢？」众人都喜欢听他。
Mark,12,38,Mark 12:38,耶稣在教训之间，说：「你们要防备文士；他们好穿长衣游行，喜爱人在街市上问他们的安，
Mark,12,39,Mark 12:39,又喜爱会堂里的高位，筵席上的首座。
Mark,12,40,Mark 12:40,他们侵吞寡妇的家产，假意作很长的祷告。这些人要受更重的刑罚！」
Mark,12,41,Mark 12:41,耶稣对银库坐着，看众人怎样投钱入库。有好些财主往里投了若干的钱。
Mark,12,42,Mark 12:42,有一个穷寡妇来，往里投了两个小钱，就是一个大钱。
Mark,12,43,Mark 12:43,耶稣叫门徒来，说：「我实在告诉你们，这穷寡妇投入库里的，比众人所投的更多。
Mark,12,44,Mark 12:44,因为，他们都是自己有余，拿出来投在里头；但这寡妇是自己不足，把她一切养生的都投上了。」
Mark,13,1,Mark 13:1,耶稣从殿里出来的时候，有一个门徒对他说：「夫子，请看，这是何等的石头！何等的殿宇！」
Mark,13,2,Mark 13:2,耶稣对他说：「你看见这大殿宇吗？将来在这里没有一块石头留在石头上，不被拆毁了。」
Mark,13,3,Mark 13:3,耶稣在橄榄山上对圣殿而坐。彼得、雅各、约翰，和安得烈暗暗地问他说：
Mark,13,4,Mark 13:4,「请告诉我们，什么时候有这些事呢？这一切事将成的时候有什么预兆呢？」
Mark,13,5,Mark 13:5,耶稣说：「你们要谨慎，免得有人迷惑你们。
Mark,13,6,Mark 13:6,将来有好些人冒我的名来，说：『我是基督』，并且要迷惑许多人。
Mark,13,7,Mark 13:7,你们听见打仗和打仗的风声，不要惊慌。这些事是必须有的，只是末期还没有到。
Mark,13,8,Mark 13:8,民要攻打民，国要攻打国；多处必有地震、饥荒。这都是灾难 的起头。
Mark,13,9,Mark 13:9,但你们要谨慎；因为人要把你们交给公会，并且你们在会堂里要受鞭打，又为我的缘故站在诸侯与君王面前，对他们作见证。
Mark,13,10,Mark 13:10,然而，福音必须先传给万民。
Mark,13,11,Mark 13:11,人把你们拉去交官的时候，不要预先思虑说什么；到那时候，赐给你们什么话，你们就说什么；因为说话的不是你们，乃是圣灵。
Mark,13,12,Mark 13:12,弟兄要把弟兄，父亲要把儿子，送到死地；儿女要起来与父母为敌，害死他们；
Mark,13,13,Mark 13:13,并且你们要为我的名被众人恨恶。惟有忍耐到底的，必然得救。」
Mark,13,14,Mark 13:14,「你们看见那行毁坏可憎的，站在不当站的地方（读这经的人须要会意）。那时，在犹太的，应当逃到山上；
Mark,13,15,Mark 13:15,在房上的，不要下来，也不要进去拿家里的东西；
Mark,13,16,Mark 13:16,在田里的，也不要回去取衣裳。
Mark,13,17,Mark 13:17,当那些日子，怀孕的和奶孩子的有祸了！
Mark,13,18,Mark 13:18,你们应当祈求，叫这些事不在冬天临到。
Mark,13,19,Mark 13:19,因为在那些日子必有灾难，自从 神创造万物直到如今，并没有这样的灾难，后来也必没有。
Mark,13,20,Mark 13:20,若不是主减少那日子，凡有血气的，总没有一个得救的；只是为主的选民，他将那日子减少了。
Mark,13,21,Mark 13:21,那时若有人对你们说：『看哪，基督在这里』，或说：『基督在那里』，你们不要信！
Mark,13,22,Mark 13:22,因为假基督、假先知将要起来，显神迹奇事，倘若能行，就把选民迷惑了。
