book_order,book,chapter,verse,reference,text
41,Mark,4,1,Mark 4:1,"Καὶ πάλιν ἤρξατο διδάσκειν παρὰ τὴν θάλασσαν. καὶ συνάγεται πρὸς αὐτὸν ὄχλος πλεῖστος ὥστε αὐτὸν εἰς πλοῖον ἐμβάντα τὸ καθῆσθαι ἐν τῇ θαλάσσῃ, καὶ πᾶς ὁ ὄχλος πρὸς τὴν θάλασσαν ἐπὶ τῆς γῆς ἦσαν."
41,Mark,4,2,Mark 4:2,καὶ ἐδίδασκεν αὐτοὺς ἐν παραβολαῖς πολλὰ καὶ ἔλεγεν αὐτοῖς ἐν τῇ διδαχῇ αὐτοῦ·
41,Mark,4,3,Mark 4:3,Ἀκούετε.¶ Ἰδοὺ ἐξῆλθεν ὁ σπείρων τοῦ σπεῖραι·
41,Mark,4,4,Mark 4:4,"καὶ ἐγένετο ἐν τῷ σπείρειν, ὃ μὲν ἔπεσεν παρὰ τὴν ὁδόν, καὶ ἦλθεν τὰ πετεινὰ τοῦ οὐρανοῦ καὶ κατέφαγεν αὐτό."
41,Mark,4,5,Mark 4:5,"καὶ ἄλλο δὲ ἔπεσεν ἐπὶ τὸ πετρῶδες καὶ ὅπου οὐκ εἶχεν γῆν πολλήν, καὶ εὐθὺς ἐξανέτειλεν διὰ τὸ μὴ ἔχειν βάθος γῆς."
41,Mark,4,6,Mark 4:6,"καὶ ὅτε ἀνέτειλεν ὁ ἥλιος, ἐκαυματίσθη καὶ διὰ τὸ μὴ ἔχειν ῥίζαν ἐξηράνθη."
41,Mark,4,7,Mark 4:7,"καὶ ἄλλο ἔπεσεν εἰς τὰς ἀκάνθας, καὶ ἀνέβησαν αἱ ἄκανθαι καὶ συνέπνιξαν αὐτό, καὶ καρπὸν οὐκ ἔδωκεν."
41,Mark,4,8,Mark 4:8,καὶ ἄλλα ἔπεσεν εἰς τὴν γῆν τὴν καλὴν καὶ ἐδίδου καρπὸν ἀναβαίνοντα καὶ αὐξανόμενα καὶ ἔφερεν ἓν τριάκοντα καὶ ἓν ἑξήκοντα καὶ ἓν ἑκατόν.
41,Mark,4,9,Mark 4:9,καὶ ἔλεγεν αὐτοῖς· ὃς ἔχει ὦτα ἀκούειν ἀκουέτω.¶
41,Mark,4,10,Mark 4:10,"Καὶ ὅτε δὲ ἐγένετο κατὰ μόνας, ἠρώτων αὐτὸν οἱ περὶ αὐτὸν σὺν τοῖς δώδεκα τὰς παραβολάς."
41,Mark,4,11,Mark 4:11,"καὶ ἔλεγεν αὐτοῖς· ὑμῖν γνῶναι τὸ μυστήριον δέδοται τῆς βασιλείας τοῦ θεοῦ, ἐκείνοις δὲ τοῖς ἔξω ἐν παραβολαῖς τὰ πάντα γίνεται"
41,Mark,4,12,Mark 4:12,ἵνα βλέποντες βλέπωσιν καὶ μὴ ἴδωσιν καὶ ἀκούοντες ἀκούωσιν καὶ μὴ συνιῶσιν μήποτε ἐπιστρέψωσιν καὶ ἀφεθῇ αὐτοῖς τὰ ἁμαρτήματα.¶
41,Mark,4,13,Mark 4:13,Καὶ λέγει αὐτοῖς· οὐκ οἴδατε τὴν παραβολὴν ταύτην; καὶ πῶς πάσας τὰς παραβολὰς γνώσεσθε;
41,Mark,4,14,Mark 4:14,ὁ σπείρων τὸν λόγον σπείρει.
41,Mark,4,15,Mark 4:15,"οὗτοι δέ εἰσιν οἱ παρὰ τὴν ὁδὸν ὅπου σπείρεται ὁ λόγος, καὶ ὅταν ἀκούσωσιν, εὐθὺς ἔρχεται ὁ σατανᾶς καὶ αἴρει τὸν λόγον τὸν ἐσπαρμένον εἰς ταῖς καρδίαις αὐτούς."
41,Mark,4,16,Mark 4:16,"καὶ οὗτοί εἰσιν ὁμοίως οἱ ἐπὶ τὰ πετρώδη σπειρόμενοι, οἳ ὅταν ἀκούσωσιν τὸν λόγον, εὐθὺς μετὰ χαρᾶς λαμβάνουσιν αὐτὸν"
41,Mark,4,17,Mark 4:17,"καὶ οὐκ ἔχουσιν ῥίζαν ἐν ἑαυτοῖς (he'autois) ἀλλὰ πρόσκαιροί εἰσιν. εἶτα γενομένης θλίψεως ἢ διωγμοῦ διὰ τὸν λόγον, εὐθὺς σκανδαλίζονται."
41,Mark,4,18,Mark 4:18,"καὶ ἄλλοι εἰσὶν οἱ εἰς τὰς ἀκάνθας σπειρόμενοι· οὗτοί εἰσιν οἱ τὸν λόγον ἀκούσαντες,"
41,Mark,4,19,Mark 4:19,"καὶ αἱ μέριμναι τοῦ αἰῶνος τούτου καὶ ἡ ἀπάτη τοῦ πλούτου καὶ αἱ περὶ τὰ λοιπὰ ἐπιθυμίαι εἰσπορευόμεναι συμπνίγουσιν τὸν λόγον, καὶ ἄκαρπος γίνεται."
41,Mark,4,20,Mark 4:20,"καὶ ἐκεῖνοί εἰσιν οἱ ἐπὶ τὴν γῆν τὴν καλὴν σπαρέντες, οἵτινες ἀκούουσιν τὸν λόγον καὶ παραδέχονται καὶ καρποφοροῦσιν ἓν τριάκοντα καὶ ἓν ἑξήκοντα καὶ ἓν ἑκατόν.¶"
41,Mark,4,21,Mark 4:21,Καὶ ἔλεγεν αὐτοῖς ὅτι· μήτι ἔρχεται ὁ λύχνος ἵνα ὑπὸ τὸν μόδιον τεθῇ ἢ ὑπὸ τὴν κλίνην; οὐχ ἵνα ἐπὶ τὴν λυχνίαν τεθῇ;
41,Mark,4,22,Mark 4:22,"οὐ γάρ ἐστιν τί κρυπτόν ὃ ἐὰν μὴ ἵνα φανερωθῇ, οὐδὲ ἐγένετο ἀπόκρυφον ἀλλ᾽ (all᾽) ἵνα ἔλθῃ εἰς φανερόν."
41,Mark,4,23,Mark 4:23,εἴ τις ἔχει ὦτα ἀκούειν ἀκουέτω.¶
41,Mark,4,24,Mark 4:24,Καὶ ἔλεγεν αὐτοῖς· βλέπετε τί ἀκούετε. ἐν ᾧ μέτρῳ μετρεῖτε μετρηθήσεται ὑμῖν καὶ προστεθήσεται ὑμῖν τοῖς ἀκούουσιν.
41,Mark,4,25,Mark 4:25,"ὃς γὰρ ἂν ἔχει, δοθήσεται αὐτῷ· καὶ ὃς οὐκ ἔχει, καὶ ὃ ἔχει ἀρθήσεται ἀπ᾽ (ap᾽) αὐτοῦ.¶"
41,Mark,4,26,Mark 4:26,"Καὶ ἔλεγεν· οὕτως ἐστὶν ἡ βασιλεία τοῦ θεοῦ, ὡς ἐὰν ἄνθρωπος βάλῃ τὸν σπόρον ἐπὶ τῆς γῆς"
41,Mark,4,27,Mark 4:27,"καὶ καθεύδῃ καὶ ἐγείρηται νύκτα καὶ ἡμέραν, καὶ ὁ σπόρος βλαστᾷ καὶ μηκύνηται ὡς οὐκ οἶδεν αὐτός."
41,Mark,4,28,Mark 4:28,αὐτομάτη γὰρ ἡ γῆ καρποφορεῖ πρῶτον χόρτον εἶτα στάχυν εἶτα πλήρης σῖτον ἐν τῷ στάχυϊ.
41,Mark,4,29,Mark 4:29,"ὅταν δὲ παραδοῖ ὁ καρπός, εὐθὺς ἀποστέλλει τὸ δρέπανον ὅτι παρέστηκεν ὁ θερισμός.¶"
41,Mark,4,30,Mark 4:30,Καὶ ἔλεγεν· πῶς ὁμοιώσωμεν τὴν βασιλείαν τοῦ θεοῦ ἢ ἐν τίνι αὐτὴν παραβολῇ θῶμεν;
41,Mark,4,31,Mark 4:31,"ὡς κόκκῳ σινάπεως ὃς ὅταν σπαρῇ ἐπὶ τῆς γῆς, μικρότερον ὂν πάντων τῶν σπερμάτων τῶν ἐπὶ τῆς γῆς."
41,Mark,4,32,Mark 4:32,"καὶ ὅταν σπαρῇ, ἀναβαίνει καὶ γίνεται μεῖζον πάντων τῶν λαχάνων καὶ ποιεῖ κλάδους μεγάλους ὥστε δύνασθαι ὑπὸ τὴν σκιὰν αὐτοῦ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνοῦν.¶"
41,Mark,4,33,Mark 4:33,Καὶ τοιαύταις παραβολαῖς πολλαῖς ἐλάλει αὐτοῖς τὸν λόγον καθὼς ἠδύναντο ἀκούειν.
41,Mark,4,34,Mark 4:34,χωρὶς δὲ παραβολῆς οὐκ ἐλάλει αὐτοῖς· κατ᾽ (kat᾽) ἰδίαν δὲ τοῖς ἰδίοις μαθηταῖς ἐπέλυεν πάντα.¶
41,Mark,4,35,Mark 4:35,Καὶ λέγει αὐτοῖς ἐν ἐκείνῃ τῇ ἡμέρᾳ ὀψίας γενομένης· διέλθωμεν εἰς τὸ πέραν.
41,Mark,4,36,Mark 4:36,"καὶ ἀφέντες τὸν ὄχλον παραλαμβάνουσιν αὐτὸν ὡς ἦν ἐν τῷ πλοίῳ, καὶ ἄλλα δὲ πλοῖα ἦν μετ᾽ (met᾽) αὐτοῦ."
41,Mark,4,37,Mark 4:37,"καὶ γίνεται λαῖλαψ μεγάλη ἀνέμου, καὶ τὰ δὲ κύματα ἐπέβαλλεν εἰς τὸ πλοῖον ὥστε ἤδη γεμίζεσθαι τὸ πλοῖον."
41,Mark,4,38,Mark 4:38,"καὶ αὐτὸς ἦν ἐν τῇ πρύμνῃ ἐπὶ τὸ προσκεφάλαιον καθεύδων. καὶ ἐγείρουσιν αὐτὸν καὶ λέγουσιν αὐτῷ· διδάσκαλε, οὐ μέλει σοι ὅτι ἀπολλύμεθα;"
41,Mark,4,39,Mark 4:39,"καὶ διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ εἶπεν τῇ θαλάσσῃ· σιώπα, πεφίμωσο. καὶ ἐκόπασεν ὁ ἄνεμος, καὶ ἐγένετο γαλήνη μεγάλη.¶"
41,Mark,4,40,Mark 4:40,Καὶ εἶπεν αὐτοῖς· τί δειλοί ἐστε; οὔπω πῶς οὐκ ἔχετε πίστιν;
41,Mark,4,41,Mark 4:41,καὶ ἐφοβήθησαν φόβον μέγαν καὶ ἔλεγον πρὸς ἀλλήλους· τίς ἄρα οὗτός ἐστιν ὅτι καὶ ὁ ἄνεμος καὶ ἡ θάλασσα ὑπακούει αὐτῷ;¶
41,Mark,5,1,Mark 5:1,Καὶ ἦλθον εἰς τὸ πέραν τῆς θαλάσσης εἰς τὴν χώραν τῶν Γερασηνῶν.¶
41,Mark,5,2,Mark 5:2,Καὶ ἐξελθόντος αὐτοῦ ἐκ τοῦ πλοίου εὐθὺς ὑπήντησεν αὐτῷ ἐκ τῶν μνημείων ἄνθρωπος ἐν πνεύματι ἀκαθάρτῳ
41,Mark,5,3,Mark 5:3,ὃς τὴν κατοίκησιν εἶχεν ἐν τοῖς μνήμασιν. καὶ οὐδὲ ἁλύσει οὐκέτι οὐδεὶς ἐδύνατο αὐτὸν δῆσαι
41,Mark,5,4,Mark 5:4,"διὰ τὸ αὐτὸν πολλάκις πέδαις καὶ ἁλύσεσιν δεδέσθαι καὶ διεσπάσθαι ὑπ᾽ (hup᾽) αὐτοῦ τὰς ἁλύσεις καὶ τὰς πέδας συντετρῖφθαι, καὶ οὐδεὶς ἴσχυεν αὐτὸν δαμάσαι."
41,Mark,5,5,Mark 5:5,καὶ διὰ παντὸς νυκτὸς καὶ ἡμέρας ἐν τοῖς μνήμασιν καὶ ἐν τοῖς ὄρεσιν ἦν κράζων καὶ κατακόπτων ἑαυτὸν (he'auton) λίθοις.¶
41,Mark,5,6,Mark 5:6,Καὶ ἰδὼν δὲ τὸν Ἰησοῦν ἀπὸ μακρόθεν ἔδραμεν καὶ προσεκύνησεν αὐτῷ
41,Mark,5,7,Mark 5:7,"καὶ κράξας φωνῇ μεγάλῃ λέγει· τί ἐμοὶ καὶ σοί, Ἰησοῦ, υἱὲ τοῦ θεοῦ τοῦ ὑψίστου; ὁρκίζω σε τὸν θεόν, μή με βασανίσῃς."
41,Mark,5,8,Mark 5:8,ἔλεγεν γὰρ αὐτῷ· ἔξελθε τὸ πνεῦμα τὸ ἀκάθαρτον ἐκ τοῦ ἀνθρώπου.¶
41,Mark,5,9,Mark 5:9,Καὶ ἐπηρώτα αὐτόν· τί ὄνομά σοι; καὶ ἀπεκρίθη λέγει αὐτῷ· λεγιὼν ὄνομά μοι ὅτι πολλοί ἐσμεν.
41,Mark,5,10,Mark 5:10,καὶ παρεκάλει αὐτὸν πολλὰ ἵνα μὴ αὐτὰ ἀποστείλῃ ἔξω τῆς χώρας.
41,Mark,5,11,Mark 5:11,ἦν δὲ ἐκεῖ πρὸς τῷ ὄρει ἀγέλη χοίρων μεγάλη βοσκομένη·
41,Mark,5,12,Mark 5:12,καὶ παρεκάλεσαν αὐτὸν πάντες οἱ δαίμονες λέγοντες· πέμψον ἡμᾶς εἰς τοὺς χοίρους ἵνα εἰς αὐτοὺς εἰσέλθωμεν.
41,Mark,5,13,Mark 5:13,"καὶ ἐπέτρεψεν αὐτοῖς εὐθέως ὁ Ἰησοῦς. καὶ ἐξελθόντα τὰ πνεύματα τὰ ἀκάθαρτα εἰσῆλθον εἰς τοὺς χοίρους, καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν θάλασσαν ἦσαν δὲ ὡς δισχίλιοι καὶ ἐπνίγοντο ἐν τῇ θαλάσσῃ."
41,Mark,5,14,Mark 5:14,καὶ οἱ δὲ βόσκοντες αὐτοὺς χοίρους ἔφυγον καὶ ἀπήγγειλαν εἰς τὴν πόλιν καὶ εἰς τοὺς ἀγρούς. καὶ ἦλθον ἰδεῖν τί ἐστιν τὸ γεγονός.¶
41,Mark,5,15,Mark 5:15,"Καὶ ἔρχονται πρὸς τὸν Ἰησοῦν καὶ θεωροῦσιν τὸν δαιμονιζόμενον καθήμενον καὶ ἱματισμένον καὶ σωφρονοῦντα, τὸν ἐσχηκότα τὸν λεγιῶνα, καὶ ἐφοβήθησαν."
41,Mark,5,16,Mark 5:16,καὶ διηγήσαντο δὲ αὐτοῖς οἱ ἰδόντες πῶς ἐγένετο τῷ δαιμονιζομένῳ καὶ περὶ τῶν χοίρων.
41,Mark,5,17,Mark 5:17,καὶ ἤρξαντο παρακαλεῖν αὐτὸν ἀπελθεῖν ἀπὸ τῶν ὁρίων αὐτῶν.¶
41,Mark,5,18,Mark 5:18,Καὶ ἐμβαίνοντος αὐτοῦ εἰς τὸ πλοῖον παρεκάλει αὐτὸν ὁ δαιμονισθεὶς ἵνα μετ᾽ (met᾽) αὐτοῦ ᾖ.
41,Mark,5,19,Mark 5:19,"καὶ ὁ δὲ Ἰησοῦς οὐκ ἀφῆκεν αὐτόν, ἀλλὰ λέγει αὐτῷ· ὕπαγε εἰς τὸν οἶκόν σου πρὸς τοὺς σοὺς καὶ ἀπάγγειλον αὐτοῖς ὅσα ὁ κύριός σοι πεποίηκεν καὶ ἠλέησέν σε.¶"
41,Mark,5,20,Mark 5:20,Καὶ ἀπῆλθεν καὶ ἤρξατο κηρύσσειν ἐν τῇ Δεκαπόλει ὅσα ἐποίησεν αὐτῷ ὁ Ἰησοῦς· καὶ πάντες ἐθαύμαζον.¶
41,Mark,5,21,Mark 5:21,"Καὶ διαπεράσαντος τοῦ Ἰησοῦ ἐν τῷ πλοίῳ πάλιν εἰς τὸ πέραν συνήχθη ὄχλος πολὺς ἐπ᾽ (ep᾽) αὐτόν, καὶ ἦν παρὰ τὴν θάλασσαν.¶"
41,Mark,5,22,Mark 5:22,"Καὶ ἰδού ἔρχεται εἷς τῶν ἀρχισυναγώγων, ὀνόματι Ἰάϊρος· καὶ ἰδὼν αὐτὸν πίπτει πρὸς τοὺς πόδας αὐτοῦ"
41,Mark,5,23,Mark 5:23,"καὶ παρακαλεῖ αὐτὸν πολλὰ λέγων ὅτι τὸ θυγάτριόν μου ἐσχάτως ἔχει, ἵνα ἐλθὼν ἐπιθῇς τὰς χεῖρας αὐτῇ ἵνα σωθῇ καὶ ζήσῃ.¶"
41,Mark,5,24,Mark 5:24,"Καὶ ἀπῆλθεν μετ᾽ (met᾽) αὐτοῦ, καὶ ἠκολούθει αὐτῷ ὄχλος πολὺς καὶ συνέθλιβον αὐτόν.¶"
41,Mark,5,25,Mark 5:25,Καὶ γυνὴ τις οὖσα ἐν ῥύσει αἵματος δώδεκα ἔτη
41,Mark,5,26,Mark 5:26,"καὶ πολλὰ παθοῦσα ὑπὸ πολλῶν ἰατρῶν καὶ δαπανήσασα τὰ παρ᾽ (par᾽) αὐτῆς πάντα καὶ μηδὲν ὠφεληθεῖσα ἀλλὰ μᾶλλον εἰς τὸ χεῖρον ἐλθοῦσα,"
41,Mark,5,27,Mark 5:27,"ἀκούσασα τὰ περὶ τοῦ Ἰησοῦ, ἐλθοῦσα ἐν τῷ ὄχλῳ ὄπισθεν ἥψατο τοῦ ἱματίου αὐτοῦ·"
41,Mark,5,28,Mark 5:28,ἔλεγεν γὰρ ὅτι ἐὰν ἅψωμαι κἂν τῶν ἱματίων αὐτοῦ σωθήσομαι.¶
41,Mark,5,29,Mark 5:29,Καὶ εὐθὺς ἐξηράνθη ἡ πηγὴ τοῦ αἵματος αὐτῆς καὶ ἔγνω τῷ σώματι ὅτι ἴαται ἀπὸ τῆς μάστιγος.¶
41,Mark,5,30,Mark 5:30,"Καὶ εὐθὺς ὁ Ἰησοῦς ἐπιγνοὺς ἐν ἑαυτῷ (he'autō) τὴν ἐξ αὐτοῦ δύναμιν ἐξελθοῦσαν, ἐπιστραφεὶς ἐν τῷ ὄχλῳ ἔλεγεν· τίς μου ἥψατο τῶν ἱματίων;¶"
41,Mark,5,31,Mark 5:31,Καὶ ἔλεγον αὐτῷ οἱ μαθηταὶ αὐτοῦ· βλέπεις τὸν ὄχλον συνθλίβοντά σε καὶ λέγεις· τίς μου ἥψατο;
41,Mark,5,32,Mark 5:32,καὶ περιεβλέπετο ἰδεῖν τὴν τοῦτο ποιήσασαν.¶
41,Mark,5,33,Mark 5:33,"Ἡ δὲ γυνὴ φοβηθεῖσα καὶ τρέμουσα, εἰδυῖα ὃ γέγονεν ἐπ᾽ (ep᾽) αὐτῇ, ἦλθεν καὶ προσέπεσεν αὐτῷ καὶ εἶπεν αὐτῷ πᾶσαν τὴν ἀλήθειαν.¶"
41,Mark,5,34,Mark 5:34,"Ὁ δὲ εἶπεν αὐτῇ· θυγάτηρ, ἡ πίστις σου σέσωκέν σε. ὕπαγε εἰς εἰρήνην καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου."
41,Mark,5,35,Mark 5:35,ἔτι αὐτοῦ λαλοῦντος ἔρχονται ἀπὸ τοῦ ἀρχισυναγώγου λέγοντες ὅτι ἡ θυγάτηρ σου ἀπέθανεν· τί ἔτι σκύλλεις τὸν διδάσκαλον;¶
41,Mark,5,36,Mark 5:36,"Ὁ δὲ Ἰησοῦς εὐθέως παρακούσας τὸν λόγον λαλούμενον λέγει τῷ ἀρχισυναγώγῳ· μὴ φοβοῦ, μόνον πίστευε."
41,Mark,5,37,Mark 5:37,καὶ οὐκ ἀφῆκεν οὐδένα μετ᾽ (met᾽) αὐτοῦ συνακολουθῆσαι εἰ μὴ τὸν Πέτρον καὶ Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν Ἰακώβου.¶
41,Mark,5,38,Mark 5:38,"Καὶ ἔρχονται εἰς τὸν οἶκον τοῦ ἀρχισυναγώγου. καὶ θεωρεῖ θόρυβον καὶ κλαίοντας καὶ ἀλαλάζοντας πολλά,"
41,Mark,5,39,Mark 5:39,καὶ εἰσελθὼν λέγει αὐτοῖς· τί θορυβεῖσθε καὶ κλαίετε; τὸ παιδίον οὐκ ἀπέθανεν ἀλλὰ καθεύδει.
41,Mark,5,40,Mark 5:40,καὶ κατεγέλων αὐτοῦ.¶ Αὐτὸς δὲ ἐκβαλὼν πάντας παραλαμβάνει τὸν πατέρα τοῦ παιδίου καὶ τὴν μητέρα καὶ τοὺς μετ᾽ (met᾽) αὐτοῦ καὶ εἰσπορεύεται ὅπου ἦν τὸ παιδίον ἀνακείμενον.
41,Mark,5,41,Mark 5:41,"καὶ κρατήσας τῆς χειρὸς τοῦ παιδίου λέγει αὐτῇ· ταλιθα κουμ, ὅ ἐστιν μεθερμηνευόμενον, τὸ κοράσιον, σοὶ λέγω, ἔγειρε."
41,Mark,5,42,Mark 5:42,καὶ εὐθὺς ἀνέστη τὸ κοράσιον καὶ περιεπάτει· ἦν γὰρ ἐτῶν δώδεκα. καὶ ἐξέστησαν εὐθὺς ἐκστάσει μεγάλῃ.
41,Mark,5,43,Mark 5:43,"καὶ διεστείλατο αὐτοῖς πολλὰ ἵνα μηδεὶς γνοῖ τοῦτο, καὶ εἶπεν δοθῆναι αὐτῇ φαγεῖν.¶"
41,Mark,6,1,Mark 6:1,"Καὶ ἐξῆλθεν ἐκεῖθεν καὶ ἔρχεται εἰς τὴν πατρίδα αὐτοῦ, καὶ ἀκολουθοῦσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ."
41,Mark,6,2,Mark 6:2,"καὶ γενομένου σαββάτου ἤρξατο διδάσκειν ἐν τῇ συναγωγῇ· καὶ οἱ πολλοὶ ἀκούοντες ἐξεπλήσσοντο λέγοντες· πόθεν τούτῳ ταῦτα, καὶ τίς ἡ σοφία ἡ δοθεῖσα τούτῳ ὅτι καὶ αἱ δυνάμεις τοιαῦται διὰ τῶν χειρῶν αὐτοῦ γινόμεναι;"
41,Mark,6,3,Mark 6:3,"οὐχ οὗτός ἐστιν ὁ τέκτων, ὁ υἱὸς τῆς Μαρίας καὶ ἀδελφὸς δὲ Ἰακώβου καὶ Ἰωσῆτος καὶ Ἰούδα καὶ Σίμωνος; καὶ οὐκ εἰσὶν αἱ ἀδελφαὶ αὐτοῦ ὧδε πρὸς ἡμᾶς; καὶ ἐσκανδαλίζοντο ἐν αὐτῷ.¶"
41,Mark,6,4,Mark 6:4,Καὶ ἔλεγεν δὲ αὐτοῖς ὁ Ἰησοῦς ὅτι οὐκ ἔστιν προφήτης ἄτιμος εἰ μὴ ἐν τῇ πατρίδι αὐτοῦ καὶ ἐν τοῖς συγγενεῦσιν αὐτοῦ καὶ ἐν τῇ οἰκίᾳ αὐτοῦ.
41,Mark,6,5,Mark 6:5,"καὶ οὐκ ἐδύνατο ἐκεῖ ποιῆσαι οὐδεμίαν δύναμιν, εἰ μὴ ὀλίγοις ἀρρώστοις ἐπιθεὶς τὰς χεῖρας ἐθεράπευσεν."
41,Mark,6,6,Mark 6:6,καὶ ἐθαύμαζεν διὰ τὴν ἀπιστίαν αὐτῶν. καὶ περιῆγεν τὰς κώμας κύκλῳ διδάσκων.¶
41,Mark,6,7,Mark 6:7,Καὶ προσκαλεῖται τοὺς δώδεκα καὶ ἤρξατο αὐτοὺς ἀποστέλλειν δύο δύο καὶ ἐδίδου αὐτοῖς ἐξουσίαν τῶν πνευμάτων τῶν ἀκαθάρτων
41,Mark,6,8,Mark 6:8,"καὶ παρήγγειλεν αὐτοῖς ἵνα μηδὲν αἴρωσιν εἰς ὁδὸν εἰ μὴ ῥάβδον μόνον, μὴ ἄρτον, μὴ πήραν, μὴ εἰς τὴν ζώνην χαλκόν,"
41,Mark,6,9,Mark 6:9,"ἀλλ᾽ (all᾽) ὑποδεδεμένους σανδάλια, καὶ μὴ ἐνδύσησθε δύο χιτῶνας."
41,Mark,6,10,Mark 6:10,"καὶ ἔλεγεν αὐτοῖς· ὅπου ἐὰν εἰσέλθητε εἰς οἰκίαν, ἐκεῖ μένετε ἕως (he'ōs) ἂν ἐξέλθητε ἐκεῖθεν."
41,Mark,6,11,Mark 6:11,"καὶ ὃς ἂν τόπος μὴ δέξηται ὑμᾶς μηδὲ ἀκούσωσιν ὑμῶν, ἐκπορευόμενοι ἐκεῖθεν ἐκτινάξατε τὸν χοῦν τὸν ὑποκάτω τῶν ποδῶν ὑμῶν εἰς μαρτύριον αὐτοῖς.¶ Ἀμὴν λέγω ὑμῖν, ἀνεκτότερον ἔσται Σοδόμοις ἢ Γομόρροις ἐν ἡμέρᾳ κρίσεως, ἢ τῇ πόλει ἐκείνῃ."
41,Mark,6,12,Mark 6:12,"Καὶ ἐξελθόντες ἐκήρυξαν ἵνα μετανοῶσιν,"
41,Mark,6,13,Mark 6:13,καὶ δαιμόνια πολλὰ ἐξέβαλλον καὶ ἤλειφον ἐλαίῳ πολλοὺς ἀρρώστους καὶ ἐθεράπευον.¶
41,Mark,6,14,Mark 6:14,"Καὶ ἤκουσεν ὁ βασιλεὺς Ἡρῴδης· φανερὸν γὰρ ἐγένετο τὸ ὄνομα αὐτοῦ. καὶ ἔλεγον ὅτι Ἰωάννης ὁ βαπτίζων ἐγήγερται ἐκ νεκρῶν, καὶ διὰ τοῦτο ἐνεργοῦσιν αἱ δυνάμεις ἐν αὐτῷ."
41,Mark,6,15,Mark 6:15,ἄλλοι δὲ ἔλεγον ὅτι Ἠλίας ἐστίν· ἄλλοι δὲ ἔλεγον ὅτι προφήτης ἐστίν ἢ ὡς εἷς τῶν προφητῶν.
41,Mark,6,16,Mark 6:16,"ἀκούσας δὲ ὁ Ἡρῴδης ἔλεγεν ὅτι· ὃν ἐγὼ ἀπεκεφάλισα Ἰωάννην, οὗτος ἐστιν αὐτὸς ἠγέρθη ἐκ νεκρῶν."
41,Mark,6,17,Mark 6:17,αὐτὸς γὰρ ὁ Ἡρῴδης ἀποστείλας ἐκράτησεν τὸν Ἰωάννην καὶ ἔδησεν αὐτὸν ἐν τῇ φυλακῇ διὰ Ἡρῳδιάδα τὴν γυναῖκα Φιλίππου τοῦ ἀδελφοῦ αὐτοῦ ὅτι αὐτὴν ἐγάμησεν·
41,Mark,6,18,Mark 6:18,ἔλεγεν γὰρ ὁ Ἰωάννης τῷ Ἡρῴδῃ ὅτι οὐκ ἔξεστίν σοι ἔχειν τὴν γυναῖκα τοῦ ἀδελφοῦ σου.
41,Mark,6,19,Mark 6:19,ἡ δὲ Ἡρῳδιὰς ἐνεῖχεν αὐτῷ καὶ ἤθελεν αὐτὸν ἀποκτεῖναι καὶ οὐκ ἠδύνατο·
41,Mark,6,20,Mark 6:20,"ὁ γὰρ Ἡρῴδης ἐφοβεῖτο τὸν Ἰωάννην εἰδὼς αὐτὸν ἄνδρα δίκαιον καὶ ἅγιον καὶ συνετήρει αὐτόν. καὶ ἀκούσας αὐτοῦ πολλὰ ἠπόρει, καὶ ἡδέως αὐτοῦ ἤκουεν.¶"
41,Mark,6,21,Mark 6:21,Καὶ γενομένης ἡμέρας εὐκαίρου ὅτε Ἡρῴδης τοῖς γενεσίοις αὐτοῦ δεῖπνον ἐποίησεν τοῖς μεγιστᾶσιν αὐτοῦ καὶ τοῖς χιλιάρχοις καὶ τοῖς πρώτοις τῆς Γαλιλαίας
41,Mark,6,22,Mark 6:22,"καὶ εἰσελθούσης τῆς θυγατρὸς αὐτοῦ τῆς Ἡρῳδιάδος καὶ ὀρχησαμένης καὶ ἤρεσεν τῷ Ἡρῴδῃ καὶ τοῖς συνανακειμένοις εἶπεν ὁ δὲ βασιλεὺς τῷ κορασίῳ· αἴτησόν με ὃ ἐὰν θέλῃς, καὶ δώσω σοι."
41,Mark,6,23,Mark 6:23,καὶ ὤμοσεν αὐτῇ πολλὰ ὅ τι ἐάν με αἰτήσῃς δώσω σοι ἕως (he'ōs) ἡμίσους τῆς βασιλείας μου.¶
41,Mark,6,24,Mark 6:24,Καὶ Ἡ δὲ ἐξελθοῦσα εἶπεν τῇ μητρὶ αὐτῆς· τί αἰτήσωμαι; ἡ δὲ εἶπεν· τὴν κεφαλὴν Ἰωάννου τοῦ βαπτίζοντος.
41,Mark,6,25,Mark 6:25,καὶ εἰσελθοῦσα εὐθὺς μετὰ σπουδῆς πρὸς τὸν βασιλέα ᾐτήσατο λέγουσα· θέλω ἵνα ἐξαυτῆς δῷς μοι ἐπὶ πίνακι τὴν κεφαλὴν Ἰωάννου τοῦ βαπτιστοῦ.
